Comment,Sentiment
Rasan card re milile bhala ....,neutral
Manthrium makkalum yellarum carill pogum no tension satharanakkaraya nammal road tax petrol tax toll charge yellam koduthittu roadill marikkanam deyvamay yenthalle,neutral
ठाकुर यह फोन मुझे दे दो,neutral
Uma delicia vou fazer,neutral
ಸೌಜನ್ಯ ಬಗ್ಗೆ ಹೇಳು,neutral
Ivana. Chanal. Charchayil. Edukkarutu. Sir. Temmadi,neutral
நல்ல செயல்.நல்ல காரியம்.கொள்ளை அடிக்கும் கூட்டத்தை கொள்ளையர்களால்தான் அடக்க முடியும்.,neutral
Yes ഇസ്രേൽ പോലെ ഒരു തെമ്മാടി രാജ്യം ഭൂമുഖത്ത് ഉണ്ടാവരുത്🤪🔥,neutral
ഇതോടെ ആൾക്കൂട്ട ആക്രമണം നിയമവിധേയമായി.ഇനി പോലീസിന് ജോലിയില്ല,neutral
ಆ ತಾಯಿಯ ಮುಖ ತೋರಿಸುವುದು ಕಾನೂನು ಬಾಹಿರ..,neutral
তুমি কি ভুলে গেছো বাটপার অভিষেক তোমার পিসি হেরে গিয়ে C M হয়েছে,neutral
"মায়ের কোল খালি করে বিজয় উৎসব। 
 ছিঃ লজ্জা লাগে । একটা নির্লজ্জ সরকার 
 চোখ কান দুকান কাটা সরকার",neutral
Sala yalla agide sir,neutral
Aap log ka bahan kaun hai,neutral
Sad situation but I can't figure out the logic of students talking on that side of road and not paying attention to vehicles coming and going.,neutral
അൻവർ ചായ കുടിച് വിട്ടിൽ ഇരിക്കണം എന്നാണ് ഇവരുടെ ആക്രം അത് നടക്കില്ല. പിന്നെ. ഈ വിജയം കണ്ട് സതീസനും കൂട്ടരും അഹങ്കരിക്കണ്ട. അത് തോശം ചെയ്യും ഇപ്പോൾ തെന്നെ കടിപിടി തുടഞ്ഞി. M. P മാർ മത്സരിക്കും. മത്സരിക്കണ്ട. എന്നകെ.. മൂന്നാമത് ഭരണം കൂടി പിണറായിക്ക് കൊടുക്കും. നിഞൾ ഈ പോക് പോയാൽ,neutral
Nana ghoda re Nani ku aani lani,neutral
What is this country??,neutral
ಚಂದ್ರಗುತ್ತಿ ರೇಣುಕಾಂಬಾ ನನ್ನ ಕುಲದೇವತೆ 🙏🙏🙏🙏🙏,neutral
ଶୁଭ ସକାଳ,neutral
Apratim acting Shivali,neutral
Anyone in feb 2015,neutral
notexist_type,neutral
एक भी जानवर नही छोडा भाई इन्होने,neutral
💪🇮🇷🇮🇷🇮🇷🇮🇷💪💪💪💪,neutral
Bangladesh is also there !,neutral
rigeo mevila,neutral
Watch achrya prashant,neutral
ऑर्डिनेंस फाड़ने वाला कांड nhi बताया,neutral
മഞ്ഞയും കറുപ്പും ബോർഡ് വച്ച സുഡാപ്പി കച്ചവട സ്ഥാപനങ്ങളിൽ കയറാതിരിക്കുക. നമ്മുടെ മക്കളുടെ ഭാവിയോർത്ത് ഇതു ചെയ്യുക,neutral
"BharOS operating system kab aayega
 #BharOS",neutral
Ninnu ఉరి thiyali lanjje,neutral
అసలు ఆంధ్రాకి దరిద్రం నువ్వేరా నాయనా...,neutral
আমার কাছে,neutral
Mujhe aap teenon ki jodi bahut acchi Lagti Hai,neutral
Acharya prashant is trying very hard to spread awareness about climate change.,neutral
Bara natak banda kar,neutral
"नितेश भाई, जापान पर भी वीडियो बनाये.",neutral
"ഒരു മാസമായി തോരാതെ മഴ പെയ്യുന്നു, മറ്റെന്നാൾ മഴ തീരുവോ",neutral
জয় বাংলা জয় বাংলা মমতা ব্যানার্জি জিন্দাবাদ অভিষেক বন্দ্যোপাধ্যায় জিন্দাবাদ,neutral
The base on 12:35 is crazy,neutral
Who is watching in June 2025?,neutral
Delhi and chandigarh are also ut sir,neutral
ଦଣ୍ଡ ଦିଆଯାଉ ଡ୍ରାଇବର କୁ,neutral
Bhavin 🤍❤️❤️,neutral
Bhai yeh Putin nahi Putin hai,neutral
Chapri colour,neutral
Using OnePlus 6 since its release.,neutral
"আমি BTS,ARMY",neutral
Bhai ne Ani ka logo hide krdia😂,neutral
I read this story in class 4,neutral
What's the current status and no one doing anything anymore.,neutral
Navnath maharaj ki jay,neutral
Ninaga hega gotta aytu e story',neutral
💔😟😥🤲salmaan sir,neutral
CORRUPTION IS THE BIGGEST REASON!!!,neutral
American puppet including this channel,neutral
8:49-9:03 Guilia channeling Blair Davenport.,neutral
ଆପଣଙ୍କ ପାଇଁ ନାରୀ ଜୀବନର ପୂର୍ଣ୍ଣତା ଲାଭ କଲି।,neutral
Railway adhikargalge dimaku mathu jasti sambala bere barute ide durankara konege e reethi anbosta idane paapa aa udgi life alaithu annode bejaru,neutral
UN se shanti appeal tab kyu nahi masoom begunah bacche aur auraten mare ja rahi hai aur lagatar 2 saal se mare ja rahe the.,neutral
Where is this old people’s home located?,neutral
ଜୟ ଜଗନ୍ନାଥ 🚩ବଳରାମ 🚩ସୁବଦ୍ରା 🚩ଓଡିଶା 🚩ନଵରଗଂପୂରୁ🚩ଡାବୁଗାଁ 🚩କୋଇଲାରି 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩,neutral
Jay bjp,neutral
Iyo mael koouthu,neutral
"అసలు ఎం జరుగుతుంది మిత్రులారా... సమాజం లో... నేను ఒక అమ్మాయిని ప్రేమించాను... కానీ తనకి పెళ్లి అయిపొయింది. ఎప్పుడు ఒక పిల్లగాడు... మళ్ళీ తాను నను కోరుకుంటుంది, నాకు ఫోన్ చేస్తుంది. కానీ నేను స్పందించటం లేదు. నేను ఎం చేయాలి ఎప్పుడు మిత్రులారా... అర్ధం కావడం లేదు 🥺🥺",neutral
"அடி கொடுத்த இஸ்ரேலுக்கே இந்த நிலமைனா , அடிவாங்குன ஈரான் இருக்கும்ன்னு நினைக்கிறார்? இஸ்ரேல் : இன்னுமாடா இந்த உலகம் என்னைய நம்புது",neutral
He is planning something fishy,neutral
Avana village Basappana malige Chitradurga District,neutral
ବିଜେପି କିଛି କରିନି .... ରଙ୍ଗ ମାରି ଜାଣିଛି...,neutral
To yaha pr ships or plans itne zada gayaab nhi hote or yaha pr air trafic bhi h,neutral
Aliens video maadi sir,neutral
ഭാരതാമ്പ വിരോധം ഈ രാജ്യത്തോടുള്ള വിരോധമാണ് കമ്മികൾക്ക്.,neutral
मागं सरून एक सन्नकन एक कानाखाली दे. मग आवाज नाही काढणार...,neutral
Saturday 21 January 2023,neutral
Anyone in Feb 2025?,neutral
"HAL AMCA best for India, baki sab classified hai, kharidne ke bad bhi classified hi rahega.",neutral
হকারি উপস্থাপনা!,neutral
Qatar just tell u.s. just go home..they sack your money.,neutral
That area want education and job,neutral
Har video me same red t shirts bhai konse astrologer ke pass gae the Bata do,neutral
ଧୋକା ବାଜ ଜଉ ଲୋକ ତତେ ମଣିଷ କଲା ତାଙ୍କୁ ଧୋକା ଦେଲା,neutral
R7 holds Kuaishou-W (Hong Kong G shares: 01024),neutral
MIGA,neutral
why is he wearking ricks in a cave bro,neutral
What about poco f7,neutral
"தேவடியா ஊடக கும்பல் 
 
 பொய் பரப்புரை செய்யும் திருட்டு ஊடக கும்பல்",neutral
Avg bheem= only sc / sts study hard le now..,neutral
সুন্দর না,neutral
നേരും നെറിയും നിയമവും കണക്കും ഇവിടെ പറ്റില്ല ഇതു ഡ്രാക്കുള കേരള മാണ് -----,neutral
ଦର୍ଶକ ଭଗବାନ.....,neutral
0 hrs study,neutral
Ye jhoota hai,neutral
सौ बात की एक बात.. ये लड़ाई मज़हब का है,neutral
讚,neutral
My parents watch this😒,neutral
I phone 17,neutral
"Jaa teri pen nu lun
 Phuddo kurri yawa..
 Bhanchod phudddo analysis",neutral
ଶିକ୍ଷାନୁଷ୍ଠାନ ମାନଙ୍କରେ ସକାରାତ୍ମକ ଓ ରଚନାତ୍ମକ ସଚେନତାକୁ ଚରିତ୍ର- ନିର୍ମାଣର ମୁଖ୍ଯ ଆଧାର ହେବା ଦରକାର । ଶିକ୍ଷକମାନଙ୍କୁ ତାଲିମ ଦେଇ ଏହା ପାଇଁ ପ୍ରସ୍ତୁତ କରିବାକୁ ହେବ ।,neutral
ಇದು ನಿಜ ಆಗಿದ ಅಲ್ಲ ನೀವೇ ಹೇಳಿದ್ದ ಗೊತ್ತಿಲ್ಲ ಆದ್ರೆ ಇವಗ ಆಗೋ ರೀತಿ ಮಾತ್ರ ಇದೇ .. ಯಾರು ಹೇಗೆ ಅಂತ ಯಾರಿಗೂ ಗೊತ್ತಾಗಳ ಯಾಕ್ ಅಂದ್ರೆ ಮನಸ್ ಕಾಣಲ್ಲ ಆದಷ್ಟು ಜಾಗ್ರತೆ ಇಂದ ಇರಬೇಕು ಅಷ್ಟೇ😮😮😮,neutral
"Being an Indian, why are you making videos on America and Ukraine? Apne desh pe dhyan de aur khush reh na bhai..",neutral
Very informative video 👍,neutral
E MAL TA MORLE BHALO HOTO,neutral
Hayeee❤️❤️,neutral
ଅଳ୍ପ ସମୟ ପାଇଁ ନିଯୁକ୍ତ ହୋଇଥିବା ବିଚାର ପତିଙ୍କର ଅବସର ସମୟରେ ତାଙ୍କର ଉପଲବ୍ଧି ଆଲୋଚିତ ହେବା ଉଚିତ। ନହେଲେ କେବଳ ସମୟ ବିତେଇବା ସାର ହେବ ।,neutral
Wujud qur'an.,neutral
അൻവർ എന്ന മാലിന്യത്തെ UDF ൽ എടുത്താൽ എന്നും ഒരു തലവേദന ആയിരിക്കും,neutral
Музыка Атака титанов,neutral
Ithu ppotikkanam,neutral
Kismat hame milne se rokegi 25 ultra se kab tak,neutral
Did Iran have not any fighter jets ?,neutral
Xiomi 15 ultra phon kaisa hai?,neutral
Nothing phone 3a ya samsung a 36 kon sa lena chahiye,neutral
Paaaaa movie,neutral
i live on a street called trinity street and its joint on to a street called Arthur street .. not Mitchell street tho,neutral
Cock biryani 😂,neutral
Jay Jagannath 🙏🏻,neutral
द ग्रेट श्रमेश व रमेश,neutral
Most hardworking people,neutral
Aae samandar mai tumhara kinara raha ❤️,neutral
They hold high govt positions in countries such as Canada and Australia,neutral
8 ते 10 कचरा कालाकार एकत्र करून जमवलेली जत्रा म्हणजे हास्य जत्रा,neutral
☸☸☸☸☸☸☸☸☸☸☸☸,neutral
କଣ ମିଳିବ world cup ହାରି T20 ଜିତି କଣ ହେବ,neutral
"ଯେ ପର୍ଯ୍ୟନ୍ତ ଓଡ଼ିଶାରେ ମଦ ଓ ମାଛ, ମାଂସ, ଅଣ୍ଡା ବନ୍ଦ୍ ନ ହୋଇଛି, ସେ ପର୍ଯ୍ୟନ୍ତ ଓଡ଼ିଶାରେ କୋୖଣସି ବି ସରକାର ଅନ୍ୟାୟ ଅନିୟମିତତା ଓ ଦୁଷ୍କର୍ମ ବନ୍ଦ କରିପାରିବେ ନାହିଁ।",neutral
Android 15 or 14 in M06 and M16 phone ?,neutral
ইজরায়েলে10 হাজার মেসাইল এক সাথে ছুড়েদাও,neutral
How pm is allowing drugs in his place of gujrat he should take action how dare,neutral
Ami daki,neutral
Anyone in 2025 ?,neutral
chal बीएसडीk,neutral
You can try Bhaderwah,neutral
Idu old episode... ondsali upload madidri nivu,neutral
1:15 1:17,neutral
1144episod,neutral
ସାରେ ମୋ ପାଇଁ ଭଗବାନ,neutral
"Many muslims oppossed ram mandir, will they accept if any other religions structure is built by demolishing their holy places.
 Muslims can live in ayodhya,mathura,kashi which are the holy places of hindus ,but non muslims are not allowed to muslims holy places.",neutral
"Price 1,29,000",neutral
Avru yen kelsa madta avre helayya andre nineno pili uduta idiya,neutral
Village cooking channel ice cream thattha Cycle 🚲 Chicken 🐔,neutral
What a video♡♡ sepcially.vo frnds in zone wala reaction♡,neutral
This guy shud be sent to his homeland kaneda,neutral
CPM tta pindhunna ullavar annu,neutral
ಹೌದು ಸರ್ ತುಂಬಾ ಇತರ ನಡಿತಾ ಇದೆ ಸ್ವಂತ ನನಗೆ ಆಗಿದೆ ಇತರ ನಾನು 4 ವರ್ಷ ಕಷ್ಟಪಟ್ಟಿದ್ದೇನೆ ಆರೋಗ್ಯ ಸುಧಾರಿಸಲಿ ಕ್ಕೆ ತುಂಬಾ ಮೋಸ ನಡಿತಾ ಇದೆ ಯಾವ ಮಾರಿದರೆ ಜೀವನ ತೆಗೆದು ಬಿಡ್ತಾರೆ ಮನೆಯವರೇ ಆಗಿರುತ್ತಾರೆ ಇದರಲ್ಲಿ ಹೆಚ್ಚಿನವರು ಸಮಾಜ ತುಂಬಾ ಕೆಟ್ಟು ಹೋಗಿದೆ ಈ ತರಹದವರನ ಗಲ್ಲಿಗೇರಿಸಬೇಕು ಮತ್ತೆ ನಾವು ಊಟ ತಿಂಡಿ ಮಾಡಬೇಕಾದರೆ ಯಾರು ಕೈಯಿಂದ ಮಾಡ್ತಾ ಇದೆ ಅಂತ ಹೇಳಿ ಸ್ವಲ್ಪ ತಿಳ್ಕೊಬೇಕು ಮತ್ತೆ ಊಟ ತಿಂಡಿ ಎಲ್ಲರೂ ಒಟ್ಟಿಗೆ ಮಾಡಬೇಕು ಆಗ ಯಾರು ಫುಡ್ ಅಲ್ಲಿ ಹಾಕಲಿಕ್ಕೆ ಹೋಗಲ್ಲ ಯಾಕಂದ್ರೆ ಫುಡ್ಡು ನಾವು ತಿನ್ನಬೇಕಾಗುತ್ತದೆ ಅಲ್ಲ ಅಂತ ಹೇಳಿ ಹಾಗೆ ಮನೆಯಲ್ಲಿ ಒಂದು ಕ್ರಮ ಮಾಡಬೇಕು ಊಟ ಮಾಡಬೇಕಾದರೆ ಎಲ್ಲರೂ ಕುಳಿತು ಕೊಂಡ ಊಟ ಮಾಡೋ ಕ್ರಮ ಮಾಡಿದ್ರೆ ಸ್ವಲ್ಪ ಸೇಫ್ಟಿ ಹೇಗೆ ತಿಂದು ಬೇಗ ಜೀವನ ಮಾಡುತ್ತೇವೆ ಅಂತ ಹೇಳಿದರೆ ಸ್ವಲ್ಪ ಕಷ್ಟ ಇದೆ,neutral
